timestamp,status,response_time
2020-04-07 14:31:10,1,1.619684
2020-04-07 14:31:12,1,1.492274
2020-04-08 09:19:17,1,0.940794
2020-04-08 09:19:22,1,1.121299
2020-04-08 09:19:25,1,1.34927
2020-04-08 09:19:27,1,1.457502
2020-04-08 15:01:54,1,2.293728
2020-04-08 15:01:57,1,1.872102
2020-04-08 15:02:00,1,1.870662
2020-04-08 15:02:03,1,1.974501
2020-04-08 17:19:28,1,1.989667
2020-04-08 17:19:32,1,2.360223
